Rank,Name,Nationality,Position,Team,League,Age,Birth Year,Matches Played,Matches Started,Playing Time Min,90 Minutes Played,Goals,Assists,Goals + Assists,Goals - Penalty Kick,Penalty Kick,Penalty Kick Attempts,Yellow Cards,Red Cards,Expected Goals,Non-Penalty Expected Goals,Expected xAG,Non-Penalty Expected Goals + Expected Assisted Goals,Progressive Carries,Progressive Passes,Progressive Receptions,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Goals - Penalty Kick Per 90,Per 90 Minutes G+A-PK,Expected Goals Per 90,Expected Assisted Goals Per 90,Per 90 Minutes xG+xAG,Non-Penalty Expected Goals Per 90,Non-Penalty Expected Goals + Expected Assisted Goals Per 90
903,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,26-001,1999,11,1,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,9,26,0.00,0.00,0.00,0.00,0.00,0.15,0.09,0.25,0.15,0.25
904,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,it Serie A,28-240,1996,2,2,168,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
905,Aleix García,es ESP,"MF,FW",Leverkusen,de Bundesliga,27-234,1997,18,9,819,9.1,1,3,4,1,0,0,1,0,0.5,0.5,2.6,3.2,13,60,27,0.11,0.33,0.44,0.11,0.44,0.06,0.29,0.35,0.06,0.35
906,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32-113,1992,21,14,1320,14.7,3,2,5,3,0,0,4,0,3.4,3.4,3.1,6.6,42,44,133,0.20,0.14,0.34,0.20,0.34,0.23,0.21,0.45,0.23,0.45
907,Andrés García,es ESP,DF,Aston Villa,eng Premier League,22-010,2003,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,8,13,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
908,Eric García,es ESP,"MF,DF",Barcelona,es La Liga,24-039,2001,14,5,691,7.7,1,1,2,1,0,0,1,0,1.5,1.5,0.4,1.9,9,46,5,0.13,0.13,0.26,0.13,0.26,0.20,0.05,0.25,0.20,0.25
909,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,25-187,1999,19,13,1217,13.5,0,1,1,0,0,0,0,0,0.6,0.6,0.6,1.3,34,66,95,0.00,0.07,0.07,0.00,0.07,0.05,0.05,0.09,0.05,0.09
910,Joan García,es ESP,GK,Espanyol,es La Liga,23-289,2001,24,24,2160,24.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
911,Pablo Garcia,es ESP,FW,Betis,es La Liga,18-186,2006,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
912,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,31-218,1993,23,19,1522,16.9,2,4,6,2,0,0,2,0,1.4,1.4,1.6,3.1,21,71,100,0.12,0.24,0.35,0.12,0.35,0.09,0.10,0.18,0.09,0.18
913,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,29-037,1996,12,5,494,5.5,2,1,3,2,0,0,1,0,1.5,1.5,0.7,2.2,10,16,67,0.36,0.18,0.55,0.36,0.55,0.27,0.12,0.39,0.27,0.39
914,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,eng Premier League,20-231,2004,24,14,1411,15.7,3,1,4,3,0,0,1,0,5.4,5.4,2.5,7.9,81,30,192,0.19,0.06,0.26,0.19,0.26,0.35,0.16,0.51,0.35,0.51
915,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,23-341,2001,8,5,524,5.8,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,2,11,8,0.00,0.17,0.17,0.00,0.17,0.01,0.13,0.14,0.01,0.14
916,Yarek Gasiorowski,es ESP,DF,Valencia,es La Liga,20-036,2005,14,9,940,10.4,0,0,0,0,0,0,1,0,1.1,1.1,0.1,1.2,9,37,0,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12
917,Federico Gatti,it ITA,DF,Juventus,it Serie A,26-238,1998,23,22,1929,21.4,1,0,1,1,0,0,2,0,2.3,2.3,0.4,2.7,22,51,5,0.05,0.00,0.05,0.05,0.05,0.11,0.02,0.13,0.11,0.13
918,Gavi,es ESP,MF,Barcelona,es La Liga,20-196,2004,13,6,379,4.2,0,1,1,0,0,0,3,0,0.2,0.2,1.0,1.2,1,20,17,0.00,0.24,0.24,0.00,0.24,0.05,0.23,0.28,0.05,0.28
919,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33-046,1992,24,24,2115,23.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
920,Jean-Philippe Gbamin,ci CIV,MF,Nantes,fr Ligue 1,29-145,1995,14,2,216,2.4,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,2,12,1,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22
921,Mory Gbane,ci CIV,"DF,MF",Reims,fr Ligue 1,24-054,2000,2,2,135,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.09,0.03,0.09
922,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24-034,2001,20,19,1609,17.9,2,2,4,2,0,0,1,0,3.7,3.7,2.4,6.1,84,66,145,0.11,0.11,0.22,0.11,0.22,0.21,0.14,0.34,0.21,0.34
923,David de Gea,es ESP,GK,Fiorentina,it Serie A,34-102,1990,22,22,1980,22.0,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.05,0.05,0.00,0.05,0.00,0.02,0.02,0.00,0.02
924,Viggo Gebel,de GER,MF,RB Leipzig,de Bundesliga,17-087,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
925,Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,24-214,2000,16,12,1075,11.9,1,0,1,1,0,0,2,0,1.0,1.0,0.5,1.5,15,62,27,0.08,0.00,0.08,0.08,0.08,0.08,0.04,0.13,0.08,0.13
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
926,Dennis Geiger,de GER,"MF,FW",Hoffenheim,de Bundesliga,26-252,1998,13,5,486,5.4,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,8,22,13,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07
927,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,24-241,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,5,4,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14
928,Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,24-241,2000,16,10,1056,11.7,1,0,1,1,0,0,1,0,0.8,0.8,1.8,2.6,18,37,70,0.09,0.00,0.09,0.09,0.09,0.07,0.15,0.22,0.07,0.22
929,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,25-272,1999,8,2,222,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,9,13,7,0.00,0.00,0.00,0.00,0.00,0.12,0.19,0.31,0.12,0.31
930,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-013,2006,2,0,33,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,0,7,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
931,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,30-341,1994,20,9,937,10.4,1,1,2,1,0,0,2,1,0.5,0.5,0.0,0.5,11,29,41,0.10,0.10,0.19,0.10,0.19,0.05,0.00,0.05,0.05,0.05
932,Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,23-225,2001,15,12,1119,12.4,1,2,3,1,0,0,2,0,0.6,0.6,0.8,1.3,4,54,12,0.08,0.16,0.24,0.08,0.24,0.05,0.06,0.11,0.05,0.11
933,Daniele Ghilardi,it ITA,DF,Hellas Verona,it Serie A,22-042,2003,14,12,1180,13.1,0,0,0,0,0,0,5,0,0.4,0.4,0.1,0.6,5,29,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
934,Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,31-096,1993,12,11,840,9.3,1,0,1,1,0,0,4,0,0.1,0.0,0.1,0.1,0,18,3,0.11,0.00,0.11,0.11,0.11,0.01,0.01,0.02,0.00,0.01
935,Dimitris Giannoulis,gr GRE,DF,Augsburg,de Bundesliga,29-123,1995,19,19,1605,17.8,0,3,3,0,0,0,5,0,0.7,0.7,2.4,3.1,28,59,75,0.00,0.17,0.17,0.00,0.17,0.04,0.14,0.18,0.04,0.18
936,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,eng Premier League,25-021,2000,21,21,1660,18.4,5,5,10,5,0,0,7,1,3.3,3.3,3.5,6.8,49,102,82,0.27,0.27,0.54,0.27,0.54,0.18,0.19,0.37,0.18,0.37
937,Samuel Gigot,fr FRA,DF,Lazio,it Serie A,31-128,1993,9,2,267,3.0,2,0,2,2,0,0,2,0,1.1,1.1,0.0,1.1,1,6,2,0.67,0.00,0.67,0.67,0.67,0.37,0.00,0.37,0.37,0.37
938,Armin Gigovic,ba BIH,MF,Holstein Kiel,de Bundesliga,22-317,2002,21,13,1143,12.7,3,0,3,3,0,0,4,0,1.2,1.2,0.6,1.8,26,28,24,0.24,0.00,0.24,0.24,0.24,0.09,0.05,0.14,0.09,0.14
939,Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,24-006,2001,22,19,1538,17.1,3,3,6,3,0,0,3,0,2.2,2.2,2.8,5.1,66,65,189,0.18,0.18,0.35,0.18,0.35,0.13,0.17,0.30,0.13,0.30
940,Mario Gila,es ESP,DF,Lazio,it Serie A,24-172,2000,21,21,1821,20.2,1,0,1,1,0,0,5,0,0.8,0.8,0.3,1.0,32,104,8,0.05,0.00,0.05,0.05,0.05,0.04,0.01,0.05,0.04,0.05
941,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,23-251,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
942,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,23-251,2001,14,5,418,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,25,5,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.08,0.01,0.08
943,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,27-364,1997,20,20,1681,18.7,0,0,0,0,0,0,6,0,0.2,0.2,0.3,0.5,6,32,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03
944,Santiago Giménez,mx MEX,FW,Milan,it Serie A,23-305,2001,2,1,126,1.4,2,0,2,2,0,0,2,0,1.2,1.2,0.3,1.5,3,1,11,1.43,0.00,1.43,1.43,1.43,0.84,0.22,1.06,0.84,1.06
945,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,20-308,2004,18,8,820,9.1,1,1,2,1,0,0,1,0,0.6,0.6,1.5,2.2,11,27,30,0.11,0.11,0.22,0.11,0.22,0.07,0.17,0.24,0.07,0.24
946,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-029,1994,21,17,1571,17.5,2,0,2,2,0,0,2,0,1.2,1.2,0.5,1.7,5,75,6,0.11,0.00,0.11,0.11,0.11,0.07,0.03,0.10,0.07,0.10
947,Jamie Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,20-193,2004,22,18,1504,16.7,7,3,10,7,0,0,3,0,2.8,2.8,2.3,5.1,103,29,146,0.42,0.18,0.60,0.42,0.60,0.17,0.14,0.31,0.17,0.31
948,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,29-218,1995,15,7,697,7.7,4,2,6,4,0,0,0,0,5.0,5.0,2.7,7.7,33,33,93,0.52,0.26,0.77,0.52,0.77,0.65,0.35,1.00,0.65,1.00
949,Ben Godfrey,eng ENG,DF,Ipswich Town,eng Premier League,27-033,1998,1,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
950,Ben Godfrey,eng ENG,DF,Atalanta,it Serie A,27-033,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
951,Martial Godo,eng ENG,FW,Fulham,eng Premier League,21-340,2003,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
952,Saba Goglichidze,ge GEO,DF,Empoli,it Serie A,20-237,2004,22,19,1676,18.6,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.2,7,31,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
953,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,31-107,1993,20,16,1452,16.1,0,0,0,0,0,0,9,1,0.7,0.7,0.1,0.8,13,46,6,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.04,0.05
954,Pierluigi Gollini,it ITA,GK,Genoa,it Serie A,29-336,1995,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
955,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,28-263,1996,17,13,1136,12.6,3,0,3,3,0,0,1,0,2.3,2.3,2.4,4.7,38,112,72,0.24,0.00,0.24,0.24,0.24,0.18,0.19,0.37,0.18,0.37
956,André Gomes,pt POR,MF,Lille,fr Ligue 1,31-202,1993,13,9,690,7.7,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,7,57,9,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09
957,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,24-170,2000,13,9,691,7.7,1,1,2,1,0,1,1,0,1.7,0.9,2.1,3.0,15,47,45,0.13,0.13,0.26,0.13,0.26,0.22,0.28,0.50,0.12,0.39
958,João Gomes,br BRA,MF,Wolves,eng Premier League,24-005,2001,23,23,1934,21.5,2,1,3,2,0,0,8,1,1.8,1.8,0.9,2.6,36,113,47,0.09,0.05,0.14,0.09,0.14,0.08,0.04,0.12,0.08,0.12
959,Rodrigo Gomes,pt POR,"DF,FW",Wolves,eng Premier League,21-225,2003,17,6,569,6.3,1,0,1,1,0,0,0,0,0.4,0.4,0.7,1.1,17,22,57,0.16,0.00,0.16,0.16,0.16,0.06,0.11,0.17,0.06,0.17
960,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-032,1999,18,17,1444,16.0,0,1,1,0,0,0,4,0,0.0,0.0,0.6,0.7,10,39,7,0.00,0.06,0.06,0.00,0.06,0.00,0.04,0.04,0.00,0.04
961,Carlos Gómez,co COL,"MF,FW",Rennes,fr Ligue 1,22-158,2002,12,2,302,3.4,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.4,8,8,37,0.30,0.00,0.30,0.30,0.30,0.04,0.07,0.11,0.04,0.11
962,Dani Gómez,es ESP,FW,Valencia,es La Liga,26-202,1998,14,5,532,5.9,2,0,2,2,0,0,0,0,2.7,2.7,0.0,2.7,3,6,24,0.34,0.00,0.34,0.34,0.34,0.46,0.01,0.46,0.46,0.46
963,Diego Gómez,py PAR,MF,Brighton,eng Premier League,21-327,2003,3,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
964,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,27-270,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
965,Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,30-239,1994,18,4,567,6.3,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,9,39,12,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.14,0.05,0.14
966,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,32-326,1992,11,6,652,7.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,8,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
967,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,es La Liga,24-166,2000,23,20,1741,19.3,0,4,4,0,0,0,2,0,0.6,0.6,6.3,7.0,33,74,103,0.00,0.21,0.21,0.00,0.21,0.03,0.33,0.36,0.03,0.36
968,Unai Gómez,es ESP,"MF,FW",Athletic Club,es La Liga,21-268,2003,20,6,677,7.5,1,2,3,1,0,0,1,0,1.0,1.0,0.7,1.7,10,16,28,0.13,0.27,0.40,0.13,0.40,0.13,0.09,0.22,0.13,0.22
969,Fabio González,es ESP,MF,Las Palmas,es La Liga,28-005,1997,2,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
970,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23-045,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
971,Nicolás González,ar ARG,"FW,MF",Juventus,it Serie A,26-317,1998,14,11,877,9.7,1,2,3,1,0,0,0,0,2.1,2.1,0.5,2.6,15,26,63,0.10,0.21,0.31,0.10,0.31,0.22,0.05,0.27,0.22,0.27
972,Urko González,es ESP,MF,Espanyol,es La Liga,23-334,2001,3,2,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
973,Urko González,es ESP,MF,Real Sociedad,es La Liga,23-334,2001,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
974,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,23-359,2001,24,23,1928,21.4,6,5,11,5,1,2,2,0,7.4,5.8,4.9,10.7,98,75,179,0.28,0.23,0.51,0.23,0.47,0.34,0.23,0.57,0.27,0.50
975,Leon Goretzka,de GER,"MF,DF",Bayern Munich,de Bundesliga,30-011,1995,16,7,749,8.3,3,1,4,3,0,0,1,0,1.9,1.9,1.3,3.2,26,70,15,0.36,0.12,0.48,0.36,0.48,0.23,0.15,0.39,0.23,0.39
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
976,Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,34-196,1990,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
977,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,28-197,1996,11,9,751,8.3,0,1,1,0,0,0,1,0,0.3,0.3,1.0,1.4,10,27,28,0.00,0.12,0.12,0.00,0.12,0.04,0.12,0.16,0.04,0.16
978,Robin Gosens,de GER,DF,Fiorentina,it Serie A,30-227,1994,23,21,1848,20.5,2,4,6,2,0,0,5,0,1.3,1.3,1.9,3.2,25,80,56,0.10,0.19,0.29,0.10,0.29,0.06,0.09,0.16,0.06,0.16
979,Robin Gosens,de GER,DF,Union Berlin,de Bundesliga,30-227,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,4,5,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.15,0.02,0.15
980,Mario Götze,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,32-259,1992,17,14,1122,12.5,2,2,4,2,0,0,1,0,1.4,1.4,1.8,3.2,19,53,67,0.16,0.16,0.32,0.16,0.32,0.11,0.15,0.26,0.11,0.26
981,Amine Gouiri,dz ALG,"FW,MF",Marseille,fr Ligue 1,25-001,2000,3,2,187,2.1,2,3,5,2,0,0,0,0,1.8,1.8,2.2,4.0,7,6,26,0.96,1.44,2.41,0.96,2.41,0.88,1.06,1.94,0.88,1.94
982,Amine Gouiri,dz ALG,"MF,FW",Rennes,fr Ligue 1,25-001,2000,19,11,1037,11.5,3,2,5,3,0,0,2,0,3.5,3.5,0.4,3.9,22,46,63,0.26,0.17,0.43,0.26,0.43,0.30,0.03,0.34,0.30,0.34
983,Lucas Gourna-Douath,fr FRA,MF,Roma,it Serie A,21-196,2003,2,2,137,1.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,7,6,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
984,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,33-222,1991,21,21,1864,20.7,0,2,2,0,0,1,7,0,1.3,0.5,1.3,1.8,15,88,10,0.00,0.10,0.10,0.00,0.10,0.06,0.06,0.12,0.02,0.09
985,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26-040,1999,20,20,1775,19.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
986,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32-085,1992,15,14,1215,13.5,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,9,71,2,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
987,José Gragera,es ESP,MF,Espanyol,es La Liga,24-079,2000,10,7,569,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,14,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
988,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,fr Ligue 1,28-187,1996,6,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,5,6,5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.00,0.67
989,Alberto Grassi,it ITA,MF,Empoli,it Serie A,29-347,1995,16,15,1176,13.1,0,0,0,0,0,0,6,0,0.5,0.5,0.2,0.7,10,35,11,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05
990,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,22-277,2002,25,25,2135,23.7,0,2,2,0,0,0,5,0,0.9,0.9,2.7,3.5,49,127,39,0.00,0.08,0.08,0.00,0.08,0.04,0.11,0.15,0.04,0.15
991,Archie Gray,eng ENG,DF,Tottenham,eng Premier League,18-342,2006,18,10,975,10.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,25,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
992,Jack Grealish,eng ENG,"FW,MF",Manchester City,eng Premier League,29-160,1995,15,6,608,6.8,0,1,1,0,0,0,3,0,0.8,0.8,1.7,2.4,66,43,111,0.00,0.15,0.15,0.00,0.15,0.12,0.25,0.36,0.12,0.36
993,Jacob Greaves,eng ENG,DF,Ipswich Town,eng Premier League,24-158,2000,15,15,1350,15.0,1,0,1,1,0,0,3,0,0.7,0.7,0.0,0.7,2,32,4,0.07,0.00,0.07,0.07,0.07,0.05,0.00,0.05,0.05,0.05
994,Mason Greenwood,eng ENG,"FW,MF",Marseille,fr Ligue 1,23-139,2001,22,22,1865,20.7,14,3,17,9,5,6,1,0,10.8,6.0,4.0,10.0,85,97,193,0.68,0.14,0.82,0.43,0.58,0.52,0.19,0.72,0.29,0.49
995,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,30-305,1994,13,4,414,4.6,1,1,2,1,0,0,2,0,1.2,1.2,0.2,1.4,6,17,21,0.22,0.22,0.43,0.22,0.43,0.26,0.05,0.31,0.26,0.31
996,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,27-317,1997,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
997,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,33-333,1991,24,20,1737,19.3,8,4,12,7,1,2,2,0,6.0,4.4,4.7,9.1,33,99,113,0.41,0.21,0.62,0.36,0.57,0.31,0.24,0.55,0.23,0.47
998,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,de Bundesliga,31-316,1993,22,20,1553,17.3,6,7,13,6,0,3,2,0,5.9,3.5,4.2,7.7,35,84,94,0.35,0.41,0.75,0.35,0.75,0.34,0.24,0.58,0.20,0.44
999,Florian Grillitsch,at AUT,MF,Valladolid,es La Liga,29-194,1995,2,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10
1000,Florian Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,29-194,1995,8,8,601,6.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,4,44,4,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1001,Álex Grimaldo,es ESP,"DF,MF",Leverkusen,de Bundesliga,29-150,1995,20,20,1731,19.2,2,4,6,2,0,0,5,1,2.1,2.1,5.6,7.7,62,110,183,0.10,0.21,0.31,0.10,0.31,0.11,0.29,0.40,0.11,0.40
1002,Pascal Groß,de GER,"MF,DF",Dortmund,de Bundesliga,33-247,1991,20,18,1461,16.2,0,2,2,0,0,0,4,1,0.8,0.8,2.1,2.9,24,113,70,0.00,0.12,0.12,0.00,0.12,0.05,0.13,0.18,0.05,0.18
